feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
out_closed_pool,outside,41,,0.1731548771846968,0.1602140377639003,0.1731548771846968,0.1731548771846968,premium,county
out_sauna_hamam,outside,68,,0.14214648820408265,0.13756450865212244,0.14214648820408265,0.14214648820408265,premium,county
view_pool,view,52,,0.13411229318088047,0.14240485368193223,0.13411229318088047,0.13411229318088047,premium,county
out_open_pool,outside,173,,0.1287754554274566,0.11755819767271625,0.1287754554274566,0.1287754554274566,premium,county
out_generator,outside,22,,0.12556589449189254,0.12925888199879765,0.12556589449189254,0.12556589449189254,premium,county
out_pool,outside,181,,0.12534018988579526,0.10960661680252581,0.12534018988579526,0.12534018988579526,premium,county
out_security,outside,201,,0.09610168940407601,0.09392485180418397,0.09610168940407601,0.09610168940407601,premium,county
in_smart_home,inside,26,,0.0868402683624819,0.09296712814954411,0.0868402683624819,0.0868402683624819,premium,county
in_air_conditioner,inside,36,,0.08679103947014342,0.09707614162082123,0.08679103947014342,0.08679103947014342,premium,county
out_sports_area,outside,149,,0.08657525675495324,0.08353646586247354,0.08657525675495324,0.08657525675495324,premium,county
subtype_triplex,subtype,0,,-0.08352417692476521,-0.08352417692476521,-0.08352417692476521,0.08352417692476521,discount,unreliable
subtype_duplex,subtype,172,,-0.08307874799513847,-0.06636600801498549,-0.08307874799513847,0.08307874799513847,discount,county
subtype_roof_duplex,subtype,94,,-0.08099816564622789,-0.07576021764402707,-0.08099816564622789,0.08099816564622789,discount,county
in_dressing_room,inside,49,,0.06945117508053024,0.11899815696722627,0.06945117508053024,0.06945117508053024,premium,county
subtype_garden_duplex,subtype,48,,-0.06613843719157939,-0.052301464059683056,-0.06613843719157939,0.06613843719157939,discount,county
in_parent_bathroom,inside,184,,0.06399475244770356,0.08454496276436796,0.06399475244770356,0.06399475244770356,premium,county
subtype_middle_floor,subtype,372,,0.05800445903509317,0.052305039692885025,0.05800445903509317,0.05800445903509317,premium,county
near_sea_zero,nearby,19,,0.0563441582397994,0.0805323125317905,0.0563441582397994,0.0563441582397994,premium,county
in_builtin_kitchen,inside,179,,0.05397620441818769,0.07637418682561936,0.05397620441818769,0.05397620441818769,premium,county
out_camera,outside,259,,0.05133762857929412,0.06951133756369998,0.05133762857929412,0.05133762857929412,premium,county
in_glass_balcony,inside,56,,0.04456707701679784,0.03980940235175279,0.04456707701679784,0.04456707701679784,premium,county
in_intercom,inside,305,,0.03960195054840291,0.06438650716097172,0.03960195054840291,0.03960195054840291,premium,county
in_terrace,inside,116,,-0.02825718836841737,-0.020421062364620823,-0.02825718836841737,0.02825718836841737,discount,county
transport_bus_stop,transport,526,,-0.026202335576375718,-0.012702007175825258,-0.026202335576375718,0.026202335576375718,discount,county
out_children_playground,outside,239,,0.02472720624548054,0.035062025495063764,0.02472720624548054,0.02472720624548054,premium,county
front_north,front,287,,0.021515747917965393,0.002478334722193054,0.021515747917965393,0.021515747917965393,premium,county
in_fiber,inside,285,,0.0212164533857247,0.0473967995573954,0.0212164533857247,0.0212164533857247,premium,county
in_heat_glass,inside,407,,0.01831286679738344,0.0170571281465417,0.01831286679738344,0.01831286679738344,premium,county
transport_metro,transport,23,,-0.018310047892399615,-0.018043078651176714,-0.018310047892399615,0.018310047892399615,discount,county
near_school,nearby,578,,-0.017265533577314317,-0.006646699580109328,-0.017265533577314317,0.017265533577314317,discount,county
transport_airport,transport,17,,0.01713131847898992,0.02544098574788567,0.01713131847898992,0.01713131847898992,premium,county
transport_train,transport,19,,-0.01651781522282808,-0.020017210846635436,-0.01651781522282808,0.01651781522282808,discount,county
in_steel_door,inside,518,,0.01625277029657173,0.013492360266756265,0.01625277029657173,0.01625277029657173,premium,county
out_heat_insulation,outside,473,,0.015482228684456653,0.01901889604279461,0.015482228684456653,0.015482228684456653,premium,county
transport_e5,transport,219,,-0.015364820551165307,0.005553190461364821,-0.015364820551165307,0.015364820551165307,discount,county
view_bosphorus,view,6,,-0.015000652874379985,-0.004158592469919675,-0.015000652874379985,0.015000652874379985,discount,unreliable
front_south,front,433,,-0.013905830332677668,-0.005436597523196696,-0.013905830332677668,0.013905830332677668,discount,county
near_mosque,nearby,559,,-0.013516894111776983,-0.006013690313742437,-0.013516894111776983,0.013516894111776983,discount,county
transport_tem,transport,53,,0.013400765505274345,0.014027217928941127,0.013400765505274345,0.013400765505274345,premium,county
out_sound_insulation,outside,368,,0.013314162030877543,0.021527445504047726,0.013314162030877543,0.013314162030877543,premium,county
near_city_center,nearby,390,,-0.01294019592776675,-0.010413893926148887,-0.01294019592776675,0.01294019592776675,discount,county
front_east,front,413,,-0.012811875040073454,0.005011433320341929,-0.012811875040073454,0.012811875040073454,discount,county
transport_score,transport,612,,-0.012253972802121295,-0.006013690313742437,-0.012253972802121295,0.012253972802121295,discount,county
near_market,nearby,600,,-0.011578662200328165,0.0010407074608593803,-0.011578662200328165,0.011578662200328165,discount,county
transport_main_road,transport,473,,-0.011265179227705294,-0.0015650427209417117,-0.011265179227705294,0.011265179227705294,discount,county
near_lake_zero,nearby,6,,0.010823289704906631,0.009438411091072574,0.010823289704906631,0.010823289704906631,premium,unreliable
transport_tram,transport,17,,-0.009953067801682217,0.012056799094082749,-0.009953067801682217,0.009953067801682217,discount,county
near_mall,nearby,378,,0.00967410476908047,0.008590019088640766,0.00967410476908047,0.00967410476908047,premium,county
view_score,view,604,,0.009009120116265198,0.009666590743385939,0.009009120116265198,0.009009120116265198,premium,county
view_lake,view,2,,-0.00888834551357398,-0.00888834551357398,-0.00888834551357398,0.00888834551357398,discount,unreliable
