feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
view_river,view,3,,-0.00886709245388185,-0.008960585238872554,-0.00886709245388185,0.00886709245388185,discount,unreliable
near_park,nearby,506,,-0.008616687790936632,-0.00887626052884194,-0.008616687790936632,0.008616687790936632,discount,county
out_hydrofor,outside,29,,0.008579917072930026,0.03531623022326791,0.008579917072930026,0.008579917072930026,premium,county
view_nature,view,392,,0.008430601480915982,0.007315381698828283,0.008430601480915982,0.008430601480915982,premium,county
view_park_green,view,429,,0.008197395780524043,0.005035505950090169,0.008197395780524043,0.008197395780524043,premium,county
near_hospital,nearby,540,,-0.007361879693377385,0.0004258384972910534,-0.007361879693377385,0.007361879693377385,discount,county
near_pharmacy,nearby,513,,0.00631082744261455,0.004354195927001925,0.00631082744261455,0.00631082744261455,premium,county
view_city,view,363,,-0.006178680572101555,-0.009165944608175991,-0.006178680572101555,0.006178680572101555,discount,county
transport_minibus,transport,459,,0.005894177294035314,0.00031865862663504885,0.005894177294035314,0.005894177294035314,premium,county
in_laminate_floor,inside,429,,0.005779955257473076,0.0026971720076982564,0.005779955257473076,0.005779955257473076,premium,county
in_pvc,inside,309,,0.005683017536483327,0.0068430387256182,0.005683017536483327,0.005683017536483327,premium,county
front_score,front,633,,0.005621451124194517,0.005312148265761429,0.005621451124194517,0.005621451124194517,premium,county
in_pantry,inside,56,,0.005031340512523372,0.022857953563329758,0.005031340512523372,0.005031340512523372,premium,county
subtype_top_floor,subtype,61,,-0.0032629490324310034,-0.0325491994467626,-0.0032629490324310034,0.0032629490324310034,discount,county
subtype_reverse_duplex,subtype,9,,-0.00275887751033434,-0.003010832642766914,-0.00275887751033434,0.00275887751033434,discount,unreliable
view_sea,view,180,,-0.0005680899518775207,0.016035110593838553,-0.0005680899518775207,0.0005680899518775207,discount,county
front_west,front,405,,-0.00044709848513193814,0.006940330659541694,-0.00044709848513193814,0.00044709848513193814,discount,county
near_university,nearby,278,,5.664932550142332e-05,0.0006980442296509182,5.664932550142332e-05,5.664932550142332e-05,premium,county
