room_count,n,mape,mae
5+1,1,0.3197339535452284,18342.63173524315
1+1,8,0.211185116915397,10494.003718705757
3+1,98,0.17647106059521023,6012.558123093685
4+1,4,0.1542309162144343,4695.999364355907
2+1,90,0.14755009140059425,6012.515416316799
5.5+1,1,0.14006549562878948,5048.194371839272
3.5+1,3,0.08878117449797186,2716.829438550662
