district,n,mape,mae
Yalakdere Mh.,1,0.34141981023692514,19088.470898319167
Avcıköy Mh.,1,0.23367689498764455,11943.48548417195
Tepeköy Mh.,2,0.20363703241049988,5888.627015559028
Dereköy Mh.,8,0.17376179825788346,5140.061268152175
Kayacık Mh.,70,0.17070147244962364,7225.425108824425
4 Temmuz Mah.,103,0.1622052974478545,5359.646143544257
Ereğli Mh.,20,0.12887529362608113,6144.070709995122
