county,n,mape,mae,mean_bias,r2
Başiskele,919,0.10936049990506336,4498.2473512176175,-383.4093461103069,0.483426974660913
Gölcük,652,0.13135000790235354,4072.9448527955606,-600.8892213705539,0.667621639981864
Karamürsel,205,0.16393277920601432,6168.948415421937,-1082.6681392861396,0.6088426119567827
İzmit,1328,0.13153043085338867,5115.494300611157,-413.55099821933044,0.7109878551916231
