m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,109,0.17091514728023707,0.14314125206111386,6352.452367409679,5582.038195044821,38818.55321100917,38854.31826326324
151-200,366,0.1424578989755819,0.12243027244890528,5426.983799363045,4450.282449437189,38506.912185792346,38058.17289724602
126-150,655,0.13834033897970163,0.1140300139497716,4751.441089705848,3868.612693808136,35865.89459541985,35675.48767773416
0-75,245,0.12735788757358119,0.11153263847827113,6407.914456631483,5297.186992668096,49483.39579591837,47967.90888252704
101-125,839,0.12255114813921338,0.09930945952147009,4391.132932798586,3431.1480642343813,36544.96822407628,36200.20076399994
76-100,809,0.11489645131931703,0.08891013282986654,4419.635429135782,3373.3340012717963,39197.65349814586,38737.11067603462
