is_large_home,n,mape,mae,mean_actual,mean_pred
0,677,0.1033619364705662,4351.1425580353325,41730.297828655835,41282.51285121795
1,241,0.1326712803895085,5193.228247644855,38364.37186721991,37903.80972429535
