county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
Karamürsel,205,0.5480824697700036,0.5979178208239424,0.17329567710546356,0.1521017536119291,6670.507713804314,5250.79221061691,gradient_boosting
Karamürsel,205,0.5595846650613383,0.5910632655958561,0.17823261895059395,0.1556690485901286,6645.911178591033,5381.869004542212,random_forest
Karamürsel,205,0.5614420468098564,0.5862346076872826,0.18055929200482607,0.14915837138983534,6700.114162650225,5673.851837341754,extra_trees
Karamürsel,205,0.36741069130236814,0.457129200288628,0.20227574201417756,0.17231856868227252,7804.844640073941,6238.841512878018,ridge
