county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Gölcük,571,3.7705779334500877,0.0,0,0,1.0075807136487975,31298.68380035026
Karamürsel,205,3.629268292682927,0.0,0,0,1.0079969668189532,38346.616682926826
İzmit,1329,2.5891647855530473,0.0,1,0,1.0033649590780616,39941.79457486833
Başiskele,918,1.7843137254901962,0.0,0,0,1.0078642155792994,40846.65059912854
