county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,918,0.4401912183403204,0.4502200698183436,0.11105643743403582,0.08805229602800149,4572.212984174651,3530.4581810315103
İzmit,1329,0.7160787405813882,0.7275644054916446,0.1301040513307441,0.1063955636343098,5048.594216955058,4015.9806987971715
Gölcük,571,0.6422171306421325,0.6539163009496292,0.13923836154317834,0.11473335286210785,4245.726253879328,3316.7895750718963
Karamürsel,205,0.5929954711941858,0.6407473935937198,0.16582141828199826,0.13880251525875864,6289.21464519383,5060.842178200648
