building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,407,0.15434899188499127,0.13021050517486238,4060.8821192033456,3179.5702173154787,26558.27616707617,26647.227111126995
26-30 arası,294,0.15229357731846585,0.12541186408848243,4251.615778202187,3398.135623503056,28172.802108843538,28075.435666778456
16-20 arası,107,0.141240859689479,0.11416385763830285,5232.3614574113735,3949.9299989000283,36942.19429906542,36490.44543051345
21-25 arası,153,0.13754313077641744,0.10066040219052637,4515.138474640909,3356.353679223954,33900.190261437914,33861.77251563736
5,106,0.13646070475761687,0.11517751012231633,5960.655534151365,4861.344082249394,42593.978113207544,40978.26887712368
3,75,0.13512964511279346,0.10103013519159272,6101.634135737821,4137.235226946039,44032.05013333333,42848.703547759666
4,50,0.13158418359467997,0.11333329017553782,5706.402345996332,4421.04599538802,43392.7574,43218.56230363582
6-10 arası,468,0.12391563631252683,0.1046359165986546,5090.005495509248,4329.315002665629,41172.32532051282,40866.13625047999
11-15 arası,394,0.12185072354134313,0.09823166675125578,4878.976836390601,3933.1000828654905,41296.69428934011,41149.854238562926
2,67,0.12105514597638682,0.09081572515612563,5231.432337437975,3704.5891642782153,43759.26686567164,42842.14521339873
1,95,0.11774147705969744,0.08516026562205814,4942.75092028119,3550.316149959661,43440.79757894737,42887.45142206446
0 (Yapım Aşamasında),180,0.11282706553465727,0.09558287970768614,5309.86247182142,4066.110164135811,45680.97627777778,44498.11996755224
0 (Oturuma Hazır),624,0.10834151257320976,0.08510077926619049,4811.673956410249,3698.029309003472,43490.88496794872,42743.916467816205
missing,3,0.07159522250624702,0.10017220942689703,3166.7652886070696,4060.239469648448,44908.426666666666,42029.291994611536
