basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
918,0.518013330521697,0.017645913589130296,0.30610021786492375,0.4531590413943355,0.20588235294117646,0.6067538126361656,premium_target_stats,disabled
