room_count,n,mape,mae
5+1,1,0.30425890111845,17454.85242810171
1+1,8,0.19062559982863714,10302.334439788134
4+1,4,0.19004378963391408,6310.673734651897
3+1,98,0.1794116571904841,6097.27930788127
5.5+1,1,0.1556802562072752,5610.976419738065
2+1,90,0.14836242277363693,6127.740634331997
3.5+1,3,0.10443705967479854,3177.257899246106
