feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
out_closed_pool,outside,39,,0.1586402060024582,0.13212224212968326,0.1586402060024582,0.1586402060024582,premium,county
out_sauna_hamam,outside,66,,0.12784455723619328,0.12015102440843162,0.12784455723619328,0.12784455723619328,premium,county
view_pool,view,54,,0.1255812692808807,0.1401198121713696,0.1255812692808807,0.1255812692808807,premium,county
out_open_pool,outside,171,,0.11251085357399837,0.11474169267256418,0.11251085357399837,0.11251085357399837,premium,county
out_generator,outside,23,,0.11135862150442695,0.11660980361842466,0.11135862150442695,0.11135862150442695,premium,county
out_pool,outside,180,,0.10915099637390623,0.10764347008663933,0.10915099637390623,0.10915099637390623,premium,county
in_air_conditioner,inside,38,,0.08970178242430235,0.09716903350103667,0.08970178242430235,0.08970178242430235,premium,county
out_security,outside,205,,0.08551632685256667,0.09048858624866529,0.08551632685256667,0.08551632685256667,premium,county
subtype_roof_duplex,subtype,100,,-0.0828492765004647,-0.07566372953207079,-0.0828492765004647,0.0828492765004647,discount,county
in_smart_home,inside,28,,0.08248663461102007,0.08965270788444091,0.08248663461102007,0.08248663461102007,premium,county
in_dressing_room,inside,49,,0.0815672882459871,0.12505885451046694,0.0815672882459871,0.0815672882459871,premium,county
subtype_duplex,subtype,178,,-0.08050522975682389,-0.06181272235622792,-0.08050522975682389,0.08050522975682389,discount,county
subtype_triplex,subtype,0,,-0.07987549981896791,-0.07987549981896791,-0.07987549981896791,0.07987549981896791,discount,unreliable
out_sports_area,outside,147,,0.0752628793388406,0.07508231123223474,0.0752628793388406,0.0752628793388406,premium,county
in_parent_bathroom,inside,183,,0.0700521763900064,0.08158679399582347,0.0700521763900064,0.0700521763900064,premium,county
subtype_middle_floor,subtype,368,,0.056915562529255,0.05068008726540807,0.056915562529255,0.056915562529255,premium,county
near_sea_zero,nearby,19,,0.05454628830157353,0.07066150163291152,0.05454628830157353,0.05454628830157353,premium,county
subtype_garden_duplex,subtype,47,,-0.05393357248375284,-0.028008450108699456,-0.05393357248375284,0.05393357248375284,discount,county
in_builtin_kitchen,inside,180,,0.048989527487046776,0.0736675811557097,0.048989527487046776,0.048989527487046776,premium,county
out_camera,outside,256,,0.046698914259102026,0.07134238718146246,0.046698914259102026,0.046698914259102026,premium,county
in_intercom,inside,306,,0.035866093148043135,0.06554992865577347,0.035866093148043135,0.035866093148043135,premium,county
in_glass_balcony,inside,55,,0.03559642609477365,0.03646441229476416,0.03559642609477365,0.03559642609477365,premium,county
transport_metro,transport,24,,-0.03078657740114427,-0.027807552112033562,-0.03078657740114427,0.03078657740114427,discount,county
transport_train,transport,20,,-0.0274472844702223,-0.025415681215825714,-0.0274472844702223,0.0274472844702223,discount,county
in_terrace,inside,119,,-0.026754321960590827,-0.020154240150892733,-0.026754321960590827,0.026754321960590827,discount,county
in_heat_glass,inside,405,,0.02113491139435334,0.01597055406346648,0.02113491139435334,0.02113491139435334,premium,county
out_children_playground,outside,237,,0.021122203743311186,0.033836698636024565,0.021122203743311186,0.021122203743311186,premium,county
in_fiber,inside,286,,0.019990107302205764,0.04265311818747364,0.019990107302205764,0.019990107302205764,premium,county
out_hydrofor,outside,30,,0.019047451032736973,0.03751712517129491,0.019047451032736973,0.019047451032736973,premium,county
subtype_top_floor,subtype,59,,0.018795930673645773,-0.03336274252530469,0.018795930673645773,0.018795930673645773,premium,county
out_sound_insulation,outside,368,,0.018522814147289186,0.021195140793113687,0.018522814147289186,0.018522814147289186,premium,county
front_north,front,291,,0.018469168041421374,0.0024769213347344277,0.018469168041421374,0.018469168041421374,premium,county
out_heat_insulation,outside,471,,0.018167918345976197,0.017093544714584574,0.018167918345976197,0.018167918345976197,premium,county
transport_bus_stop,transport,521,,-0.017515530832086634,-0.011370543831887403,-0.017515530832086634,0.017515530832086634,discount,county
near_mall,nearby,374,,0.016924914468173964,0.006738174768979199,0.016924914468173964,0.016924914468173964,premium,county
in_laminate_floor,inside,423,,0.016609740120534733,0.007013783627802361,0.016609740120534733,0.016609740120534733,premium,county
in_steel_door,inside,517,,0.016540208424343963,0.011850093594294009,0.016540208424343963,0.016540208424343963,premium,county
near_lake_zero,nearby,6,,0.01643536028639419,0.014093967213049119,0.01643536028639419,0.01643536028639419,premium,unreliable
transport_e5,transport,218,,-0.015654643668636854,0.005849521106569888,-0.015654643668636854,0.015654643668636854,discount,county
in_pvc,inside,310,,0.013609611256263515,0.011357584508055574,0.013609611256263515,0.013609611256263515,premium,county
view_bosphorus,view,6,,-0.012951347506029156,-0.002953174896192401,-0.012951347506029156,0.012951347506029156,discount,unreliable
transport_airport,transport,18,,0.012569570923026581,0.021753352966067396,0.012569570923026581,0.012569570923026581,premium,county
view_city,view,362,,0.011462776317430763,-0.008413854808692278,0.011462776317430763,0.011462776317430763,premium,county
front_south,front,430,,-0.011264056039882694,-0.00423243269671314,-0.011264056039882694,0.011264056039882694,discount,county
front_west,front,403,,0.010550228340401209,0.008738206127239856,0.010550228340401209,0.010550228340401209,premium,county
near_school,nearby,574,,-0.010163067205427983,-0.008302946969199532,-0.010163067205427983,0.010163067205427983,discount,county
view_sea,view,182,,0.010155328892236654,0.009953723971396933,0.010155328892236654,0.010155328892236654,premium,county
view_river,view,3,,-0.010130937840877052,-0.010365504142107795,-0.010130937840877052,0.010130937840877052,discount,unreliable
near_pharmacy,nearby,511,,0.009495471506344508,-0.0013425592598252933,0.009495471506344508,0.009495471506344508,premium,county
front_east,front,410,,-0.009362327196889935,0.0014642045082533528,-0.009362327196889935,0.009362327196889935,discount,county
near_mosque,nearby,558,,-0.009214560282932502,-0.007735954634927822,-0.009214560282932502,0.009214560282932502,discount,county
transport_score,transport,611,,-0.008971333325147395,-0.007736764411380825,-0.008971333325147395,0.008971333325147395,discount,county
near_university,nearby,280,,0.008839877906117084,0.005232656431589433,0.008839877906117084,0.008839877906117084,premium,county
view_lake,view,2,,-0.008707993224183141,-0.008707993224183141,-0.008707993224183141,0.008707993224183141,discount,unreliable
view_park_green,view,429,,0.008091783624644813,0.00722331105518581,0.008091783624644813,0.008091783624644813,premium,county
transport_tram,transport,18,,-0.007911694555226537,0.013907973181077615,-0.007911694555226537,0.007911694555226537,discount,county
near_city_center,nearby,387,,-0.007000608769585494,-0.015597958027843362,-0.007000608769585494,0.007000608769585494,discount,county
transport_minibus,transport,456,,0.006093480096416555,-0.0021882407057844944,0.006093480096416555,0.006093480096416555,premium,county
near_market,nearby,595,,-0.005983592207852045,-0.0031881360738550413,-0.005983592207852045,0.005983592207852045,discount,county
subtype_reverse_duplex,subtype,10,,-0.005854078957218641,-0.0049972467084939964,-0.005854078957218641,0.005854078957218641,discount,county
transport_main_road,transport,473,,-0.005339518573865145,-0.0031977165934993224,-0.005339518573865145,0.005339518573865145,discount,county
near_hospital,nearby,537,,-0.005231751662058408,-0.0016427332037647346,-0.005231751662058408,0.005231751662058408,discount,county
view_nature,view,391,,0.004898994073317511,0.009188347982192369,0.004898994073317511,0.004898994073317511,premium,county
in_pantry,inside,56,,-0.004351942828144352,0.00438714990395539,-0.004351942828144352,0.004351942828144352,discount,county
transport_tem,transport,53,,0.0028468606468362743,0.012459322388735927,0.0028468606468362743,0.0028468606468362743,premium,county
view_score,view,603,,0.0022578374146233304,0.006320268661588635,0.0022578374146233304,0.0022578374146233304,premium,county
near_park,nearby,500,,0.0005799531190969664,-0.008372619494442901,0.0005799531190969664,0.0005799531190969664,premium,county
front_score,front,631,,-0.00010255619411346002,0.0021072700195698957,-0.00010255619411346002,0.00010255619411346002,discount,county
