rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
3023,0.6404268586913319,0.6647249765938215,0.13536982038399797,0.10950919337375854,5102.157421753006,3861.517633356714,extra_trees
3023,0.6315642613435007,0.6600446231436936,0.1371629568178855,0.10870556333129704,5184.616407347034,4023.1783052338105,ridge
3023,0.6360835701567775,0.6616382311487723,0.13774752159574907,0.11008347360141038,5192.39807855034,3997.338520421734,gradient_boosting
3023,0.6190964907680794,0.6459929716786963,0.1399349485528189,0.11133988705055793,5281.808829836442,4066.173621850874,random_forest
