county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3597.31049152731,0.11618467035995099,1.0
Gölcük,8,3095.78235354328,0.11008107862879646,0.875
Karamürsel,8,3746.7655963079465,0.13502249435846708,0.5
İzmit,8,3897.9005077566644,0.13859496604258809,1.0
