heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.29749518662661256,0.29749518662661256,8028.607565902044,8028.607565902044,31222.53,34768.94746110562
Yok,7,0.24351854025228867,0.30501802908447023,9696.383359601114,10484.994749778663,38691.852857142854,35661.94671336578
Kombi (Doğalgaz),411,0.10991361780278129,0.09222539870363569,4378.126124490855,3705.042963039028,39626.50433090024,39411.20634382197
Yerden Isıtma,479,0.10207389836762397,0.07897504440634019,4356.031121445334,3294.1888666755913,42124.539373695196,41469.66216795151
Kat Kaloriferi,3,0.10129396920645234,0.08507727366476467,4465.179642221109,3607.276403386022,42044.49,37579.31035777889
Merkezi,2,0.10040308251320851,0.10040308251320851,3410.2530976372836,3410.2530976372836,36354.165,39752.57736792712
,3,0.08428490841837415,0.10147270555089752,3678.2829004918626,5073.635277544876,44908.426666666666,41230.1437661748
Merkezi (Pay Ölçer),10,0.07061989915264053,0.05277661678933172,2839.8534458647327,2052.6981954892253,40760.307,41564.16824741451
Kombi (Elektrik),2,0.030959196108390763,0.030959196108390763,1058.1597090832238,1058.1597090832238,33321.479999999996,34344.2251167339
