county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,2828.9243753515475,0.0814569989955584,1.0
Gölcük,8,2287.604321670235,0.08516783406345664,1.0
Karamürsel,8,2287.604321670235,0.08516783406345664,1.0
İzmit,8,2287.604321670235,0.08516783406345664,1.0
