site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.5246518545848019,0.5246518545848019,12554.168628062253,12554.168628062253,23928.57,36482.73862806225
Evet,385,0.11269382972449371,0.0941398883363858,4757.704269339916,3963.0754365621397,42168.258181818186,41603.85599940434
Hayır,530,0.10137461046778928,0.07985421816114063,4106.304206909226,3058.0580075082144,40022.29345283019,39629.71967508197
,3,0.08428490841837415,0.10147270555089752,3678.2829004918626,5073.635277544876,44908.426666666666,41230.1437661748
