county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,919,0.10652140867431809,0.08656319229394906,4386.99280814722,3497.209048177523,40919.74840043526,40458.5518579877
