building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.22516630613705896,0.1992449499582567,5708.986691324308,5412.003062961057,28095.89875,33709.795882098464
16-20 arası,11,0.14408951227432507,0.09281013865402524,5821.748263686118,2851.170010312446,36433.91818181818,35580.748957576645
5,43,0.12755413759335252,0.11043777013246424,5635.128777410062,4529.132511568896,43811.04720930233,42470.40662752341
2,30,0.12119778663484039,0.08152255604255432,5101.930102711819,3092.5068991319313,41055.965,40391.28762005712
6-10 arası,158,0.11686856039584402,0.10251025943144096,4721.97395340615,4119.052439132436,40460.17386075949,40259.50041209557
4,17,0.116016225712991,0.08374755552918096,4799.054412286375,3037.3236823856787,40888.98941176471,40776.2092336255
26-30 arası,16,0.11148060677690766,0.09663937242834615,3372.4213973032847,3096.209125675603,32057.213125000002,33027.11889533515
0 (Yapım Aşamasında),78,0.10855917371398337,0.08605045661629084,4524.349394478431,3469.6266122096386,41159.575769230774,40794.140460744435
0 (Oturuma Hazır),388,0.10007291856982412,0.07962102077430469,4298.802441083645,3325.701658713406,42164.376211340204,41503.964163915785
3,26,0.09690070792714203,0.0826454491318982,4190.303698933485,3622.3478288621664,43607.786538461536,42306.089579845626
11-15 arası,78,0.09552414057335017,0.09549323245547517,3582.702443243185,3530.843553527422,37469.194871794876,37296.898879940054
1,47,0.09384540359860113,0.06507298238122784,3963.430203843645,2523.2380790531242,42601.52404255319,41682.57530815756
missing,3,0.08428490841837415,0.10147270555089752,3678.2829004918626,5073.635277544876,44908.426666666666,41230.1437661748
21-25 arası,16,0.07719386649570836,0.07805124318088955,2400.1824253210025,2393.9985980204237,31237.335625,32648.55936728913
